WKT,OBJECTID,GUID_LC,IDPS,DC,CP,PS,KPL,RZP,RUP,TxLC,id_Plocha,Plocha,IDOLP,DP,PC,POZN,DRUH_POZ,TXDP_SKR,KODZTA,KL,plat,idjprl,CLHC,LHC,datum,text,Lesný_celo,ID_JPRL,ET,VEK,Druh_pozem,COLP,Výmera_JPR,OBH,KodOBH,Adresa_OBH,OLH,KodOLH,Shape_Leng,Shape_Area
"MULTIPOLYGON Z (((-461603.09 -1152543.27 0,-461600.695799999 -1152541.5483 0,-461594.190000001 -1152536.87 0,-461593.620000001 -1152530.64 0,-461577.73 -1152528.04 0,-461553.34 -1152580.7 0,-461538.920000002 -1152573.4 0,-461531.219999999 -1152584.37 0,-461536.699999999 -1152584.96 0,-461521.629999999 -1152599 0,-461514.57 -1152594.73 0,-461513.370000001 -1152594 0,-461511.719999999 -1152605.84 0,-461506.170000002 -1152618.68 0,-461502.809999999 -1152626.46 0,-461499.23 -1152638.93 0,-461495.41 -1152651.46 0,-461486.460000001 -1152669.2 0,-461479.710000001 -1152683.68 0,-461505.379999999 -1152659.69 0,-461513.260000002 -1152642.61 0,-461515.670000002 -1152621.49 0,-461521.699999999 -1152616.56 0,-461535.620000001 -1152614.62 0,-461537.260000002 -1152620.59 0,-461523 -1152622.21 0,-461519.84 -1152645.76 0,-461508.350000001 -1152663.85 0,-461495.449999999 -1152676.23 0,-461486.690000001 -1152684.95 0,-461479.609999999 -1152693.82 0,-461473.140000001 -1152701.39 0,-461465.640000001 -1152708.87 0,-461453.829999998 -1152717.76 0,-461450.09 -1152722.13 0,-461449.140000001 -1152722.94 0,-461452.5 -1152722.71 0,-461449.960000001 -1152733.65 0,-461438.719999999 -1152750.88 0,-461432.510000002 -1152761.48 0,-461425.329999998 -1152777.73 0,-461431.280000001 -1152768.79 0,-461447.469999999 -1152750.95 0,-461460.27 -1152736.79 0,-461468.09 -1152728.75 0,-461489.210000001 -1152709.11 0,-461503.530000001 -1152694.24 0,-461514.940000001 -1152680.39 0,-461521.77 -1152670.18 0,-461546.379999999 -1152633.58 0,-461563.210000001 -1152617.05 0,-461571.140000001 -1152610.28 0,-461581.02 -1152601.85 0,-461598.690000001 -1152584.47 0,-461608.960000001 -1152571.66 0,-461615.359999999 -1152562.44 0,-461603.09 -1152543.27 0)))","25579",{E88BE381-F88A-4549-A5D2-4CBCEB436227},2024LY1370001_0,"1",_,"0",LY137,"2024","2028",Projekt Makov I.,{C147007D-CA01-47A2-877D-88EFAA5772AC},"8120.00000000000",,"0","0",,,,"1105",H,"1",2024LY1370001_0_,"149",ČADCA,2024/07/24,,Projekt Makov I.,C147007D-CA01-47A2-877D-88EFAA5772AC,"0","100",Lesné porasty,"0","8120","GASPARIK, s.r.o., IČO: 36418358","150318","<Prázdne> 332, 023 56  Makov","Kardoš Michal, Ing.","302281","876.08581837700","8120.16657494000"
